ROUND	SPEAKER	DIALOGUE_ROLE	START_TIME	END_TIME	TOKENS
50	A	MANIPULATOR	616.8559	616.9912	mm
50	B	INSTRUCTOR	617.338	618.2272	yeah that's a good one
50	B	INSTRUCTOR	618.687	621.3137	the orange temple top right
51	A	INSTRUCTOR	624.9764	627.4626	and the computer again in the upper left
51	B	MANIPULATOR	627.2941	629.6126	LAUGHTER LAUGHTER
51	A	INSTRUCTOR	627.5283	630.0856	LAUGHTER
52	B	INSTRUCTOR	631.4728	633.5537	the orange temple again top left
53	A	INSTRUCTOR	636.6835	639.8114	and the blue man in the right oh upper right
54	B	INSTRUCTOR	644.6348	646.9315	the bottom right purple V
55	A	INSTRUCTOR	651.0213	654.9408	and the computer again middle left LAUGHTER
55	B	MANIPULATOR	653.4152	653.8381	LAUGHTER
55	A	INSTRUCTOR	655.6906	655.8006	COUGH
56	A	MANIPULATOR	656.0543	656.3419	COUGH
56	B	INSTRUCTOR	656.4604	656.5619	CLICK
56	B	INSTRUCTOR	656.828	659.1051	orange temple again top right
56	A	MANIPULATOR	659.0572	659.4379	SNIFF
56	A	MANIPULATOR	659.8862	660.0892	SNIFF
56	B	INSTRUCTOR	659.9623	660.1738	LAUGHTER
57	A	INSTRUCTOR	662.0432	666.8056	and the the V in the upper left
57	A	INSTRUCTOR	667.9222	668.2968	pink
58	B	INSTRUCTOR	672.5069	675.3293	the yellow chicken and or toilet
58	A	MANIPULATOR	675.7212	677.6241	LAUGHTER
59	A	INSTRUCTOR	680.712	685.1778	and the light blue Batman thing in the upper right
60	B	INSTRUCTOR	692.1484	696.2171	the bottom left pink house I guess
61	A	INSTRUCTOR	699.1693	699.2792	CLICK
61	A	INSTRUCTOR	699.4992	700.9641	and the toilet in the upper right
62	B	INSTRUCTOR	705.8095	709.7264	uh left small blue Batman
63	A	INSTRUCTOR	713.1434	714.9959	and the blue man in the lower left
64	B	INSTRUCTOR	719.8005	722.513	the big purple V bottom right
65	A	INSTRUCTOR	728.0902	732.1426	um bottom right the red big
65	A	INSTRUCTOR	732.9118	733.0302	oh
66	B	INSTRUCTOR	739.2898	744.8642	um bottom left the big blue like winged
67	A	INSTRUCTOR	749.0513	752.1984	and the same red thing in the bottom right again
68	B	INSTRUCTOR	756.1399	760.2932	same big blue wings in the right
69	A	INSTRUCTOR	764.2012	767.6863	um small light blue in the upper right
70	B	INSTRUCTOR	772.5924	775.6741	the big man in the middle right
71	A	INSTRUCTOR	780.1547	784.2318	bottom left red squared thing
71	A	INSTRUCTOR	784.6906	785.1285	don't know
72	B	INSTRUCTOR	788.419	788.4867	CLICK
72	B	INSTRUCTOR	789.0788	791.7888	in the centerish the big blue winged
72	B	INSTRUCTOR	792.4019	793.1244	kind of to the yeah
73	A	INSTRUCTOR	795.6683	798.2217	and the pink house in the upper left
73	B	MANIPULATOR	797.8168	798.0706	uh
